;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/04/2023 2:29:02 pm
;----------------------------------------------

;Address Opcode 	ASM
;Solar_Loads_Controller_SLCM_V1.c,750 :: 		set_ds1307_seconds--;
0x1B00	0x00A29100  	LDS        R16, _set_ds1307_seconds+0
0x1B04	0x5001    	SUBI       R16, 1
0x1B06	0x00A29300  	STS        _set_ds1307_seconds+0, R16
;Solar_Loads_Controller_SLCM_V1.c,751 :: 		}
L_SetDS1307_Time287:
;Solar_Loads_Controller_SLCM_V1.c,752 :: 		if (set_ds1307_seconds>59) set_ds1307_seconds=0;
0x1B0A	0x00A29110  	LDS        R17, _set_ds1307_seconds+0
0x1B0E	0xE30B    	LDI        R16, 59
0x1B10	0x1701    	CP         R16, R17
0x1B12	0xF418    	BRSH       L_SetDS1307_Time290
L__SetDS1307_Time876:
0x1B14	0xE0B0    	LDI        R27, 0
0x1B16	0x00A293B0  	STS        _set_ds1307_seconds+0, R27
L_SetDS1307_Time290:
;Solar_Loads_Controller_SLCM_V1.c,753 :: 		if (set_ds1307_seconds<0) set_ds1307_seconds=0;
0x1B1A	0x00A29100  	LDS        R16, _set_ds1307_seconds+0
0x1B1E	0x3000    	CPI        R16, 0
0x1B20	0xF418    	BRSH       L_SetDS1307_Time291
L__SetDS1307_Time877:
0x1B22	0xE0B0    	LDI        R27, 0
0x1B24	0x00A293B0  	STS        _set_ds1307_seconds+0, R27
L_SetDS1307_Time291:
;Solar_Loads_Controller_SLCM_V1.c,756 :: 		Write_Time(Dec2Bcd(set_ds1307_seconds),Dec2Bcd(set_ds1307_minutes),Dec2Bcd(set_ds1307_hours)); // write time to DS1307
0x1B28	0x00A59020  	LDS        R2, _set_ds1307_hours+0
0x1B2C	0x0477940E  	CALL       _Dec2Bcd+0
0x1B30	0x8309    	STD        Y+1, R16
0x1B32	0x00A49020  	LDS        R2, _set_ds1307_minutes+0
0x1B36	0x0477940E  	CALL       _Dec2Bcd+0
0x1B3A	0x8308    	STD        Y+0, R16
0x1B3C	0x00A29020  	LDS        R2, _set_ds1307_seconds+0
0x1B40	0x0477940E  	CALL       _Dec2Bcd+0
0x1B44	0x8129    	LDD        R18, Y+1
0x1B46	0x8118    	LDD        R17, Y+0
0x1B48	0x2E62    	MOV        R6, R18
0x1B4A	0xE0B0    	LDI        R27, 0
0x1B4C	0x2E7B    	MOV        R7, R27
0x1B4E	0x2E41    	MOV        R4, R17
0x1B50	0xE0B0    	LDI        R27, 0
0x1B52	0x2E5B    	MOV        R5, R27
0x1B54	0x2E20    	MOV        R2, R16
0x1B56	0xE0B0    	LDI        R27, 0
0x1B58	0x2E3B    	MOV        R3, R27
0x1B5A	0x0495940E  	CALL       _Write_Time+0
;Solar_Loads_Controller_SLCM_V1.c,757 :: 		} // end while decrement or increment
0x1B5E	0xCFAA    	RJMP       L_SetDS1307_Time280
L_SetDS1307_Time281:
;Solar_Loads_Controller_SLCM_V1.c,758 :: 		} // end first while
0x1B60	0xCFA2    	RJMP       L_SetDS1307_Time278
L_SetDS1307_Time279:
;Solar_Loads_Controller_SLCM_V1.c,760 :: 		set_ds1307_day=ReadDate(0x04);  // read day
0x1B62	0xE0B4    	LDI        R27, 4
0x1B64	0x2E2B    	MOV        R2, R27
0x1B66	0x05A5940E  	CALL       _ReadDate+0
0x1B6A	0x00A39300  	STS        _set_ds1307_day+0, R16
;Solar_Loads_Controller_SLCM_V1.c,761 :: 		Delay_ms(500);
0x1B6E	0xE125    	LDI        R18, 21
0x1B70	0xE41B    	LDI        R17, 75
0x1B72	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time292:
0x1B74	0x950A    	DEC        R16
0x1B76	0xF7F1    	BRNE       L_SetDS1307_Time292
0x1B78	0x951A    	DEC        R17
0x1B7A	0xF7E1    	BRNE       L_SetDS1307_Time292
0x1B7C	0x952A    	DEC        R18
0x1B7E	0xF7D1    	BRNE       L_SetDS1307_Time292
0x1B80	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,762 :: 		while(Set==0)
L_SetDS1307_Time294:
0x1B82	0xB3B0    	IN         R27, PIND+0
0x1B84	0xFDB3    	SBRC       R27, 3
0x1B86	0xC009    	RJMP       L_SetDS1307_Time295
;Solar_Loads_Controller_SLCM_V1.c,764 :: 		Display_On_7Segment_Character(0xC0,0x88,0x91);
0x1B88	0xE9B1    	LDI        R27, 145
0x1B8A	0x2E4B    	MOV        R4, R27
0x1B8C	0xE8B8    	LDI        R27, 136
0x1B8E	0x2E3B    	MOV        R3, R27
0x1B90	0xECB0    	LDI        R27, 192
0x1B92	0x2E2B    	MOV        R2, R27
0x1B94	0x042C940E  	CALL       _Display_On_7Segment_Character+0
;Solar_Loads_Controller_SLCM_V1.c,765 :: 		}
0x1B98	0xCFF4    	RJMP       L_SetDS1307_Time294
L_SetDS1307_Time295:
;Solar_Loads_Controller_SLCM_V1.c,766 :: 		Delay_ms(500);
0x1B9A	0xE125    	LDI        R18, 21
0x1B9C	0xE41B    	LDI        R17, 75
0x1B9E	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time296:
0x1BA0	0x950A    	DEC        R16
0x1BA2	0xF7F1    	BRNE       L_SetDS1307_Time296
0x1BA4	0x951A    	DEC        R17
0x1BA6	0xF7E1    	BRNE       L_SetDS1307_Time296
0x1BA8	0x952A    	DEC        R18
0x1BAA	0xF7D1    	BRNE       L_SetDS1307_Time296
0x1BAC	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,767 :: 		while (Set==0)
L_SetDS1307_Time298:
0x1BAE	0xB3B0    	IN         R27, PIND+0
0x1BB0	0xFDB3    	SBRC       R27, 3
0x1BB2	0xC040    	RJMP       L_SetDS1307_Time299
;Solar_Loads_Controller_SLCM_V1.c,769 :: 		Display_On_7Segment(set_ds1307_day);
0x1BB4	0x00A39020  	LDS        R2, _set_ds1307_day+0
0x1BB8	0x02E1940E  	CALL       _Display_On_7Segment+0
;Solar_Loads_Controller_SLCM_V1.c,770 :: 		while(Increment==1 || Decrement==1)
L_SetDS1307_Time300:
0x1BBC	0xB3B9    	IN         R27, PINA+0
0x1BBE	0xFDB5    	SBRC       R27, 5
0x1BC0	0xC004    	RJMP       L__SetDS1307_Time686
0x1BC2	0xB3B9    	IN         R27, PINA+0
0x1BC4	0xFDB6    	SBRC       R27, 6
0x1BC6	0xC001    	RJMP       L__SetDS1307_Time685
0x1BC8	0xC034    	RJMP       L_SetDS1307_Time301
L__SetDS1307_Time686:
L__SetDS1307_Time685:
;Solar_Loads_Controller_SLCM_V1.c,773 :: 		if (Increment==1)
0x1BCA	0xB3B9    	IN         R27, PINA+0
0x1BCC	0xFFB5    	SBRS       R27, 5
0x1BCE	0xC00F    	RJMP       L_SetDS1307_Time304
;Solar_Loads_Controller_SLCM_V1.c,775 :: 		delay_ms(ButtonDelay);
0x1BD0	0xE029    	LDI        R18, 9
0x1BD2	0xE11E    	LDI        R17, 30
0x1BD4	0xEE05    	LDI        R16, 229
L_SetDS1307_Time305:
0x1BD6	0x950A    	DEC        R16
0x1BD8	0xF7F1    	BRNE       L_SetDS1307_Time305
0x1BDA	0x951A    	DEC        R17
0x1BDC	0xF7E1    	BRNE       L_SetDS1307_Time305
0x1BDE	0x952A    	DEC        R18
0x1BE0	0xF7D1    	BRNE       L_SetDS1307_Time305
0x1BE2	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,776 :: 		set_ds1307_day++;
0x1BE4	0x00A39100  	LDS        R16, _set_ds1307_day+0
0x1BE8	0x5F0F    	SUBI       R16, 255
0x1BEA	0x00A39300  	STS        _set_ds1307_day+0, R16
;Solar_Loads_Controller_SLCM_V1.c,777 :: 		}
L_SetDS1307_Time304:
;Solar_Loads_Controller_SLCM_V1.c,778 :: 		if (Decrement==1)
0x1BEE	0xB3B9    	IN         R27, PINA+0
0x1BF0	0xFFB6    	SBRS       R27, 6
0x1BF2	0xC00F    	RJMP       L_SetDS1307_Time307
;Solar_Loads_Controller_SLCM_V1.c,780 :: 		delay_ms(ButtonDelay);
0x1BF4	0xE029    	LDI        R18, 9
0x1BF6	0xE11E    	LDI        R17, 30
0x1BF8	0xEE05    	LDI        R16, 229
L_SetDS1307_Time308:
0x1BFA	0x950A    	DEC        R16
0x1BFC	0xF7F1    	BRNE       L_SetDS1307_Time308
0x1BFE	0x951A    	DEC        R17
0x1C00	0xF7E1    	BRNE       L_SetDS1307_Time308
0x1C02	0x952A    	DEC        R18
0x1C04	0xF7D1    	BRNE       L_SetDS1307_Time308
0x1C06	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,781 :: 		set_ds1307_day--;
0x1C08	0x00A39100  	LDS        R16, _set_ds1307_day+0
0x1C0C	0x5001    	SUBI       R16, 1
0x1C0E	0x00A39300  	STS        _set_ds1307_day+0, R16
;Solar_Loads_Controller_SLCM_V1.c,782 :: 		}
L_SetDS1307_Time307:
;Solar_Loads_Controller_SLCM_V1.c,783 :: 		if (set_ds1307_day>31) set_ds1307_day=0;
0x1C12	0x00A39110  	LDS        R17, _set_ds1307_day+0
0x1C16	0xE10F    	LDI        R16, 31
0x1C18	0x1701    	CP         R16, R17
0x1C1A	0xF418    	BRSH       L_SetDS1307_Time310
L__SetDS1307_Time878:
0x1C1C	0xE0B0    	LDI        R27, 0
0x1C1E	0x00A393B0  	STS        _set_ds1307_day+0, R27
L_SetDS1307_Time310:
;Solar_Loads_Controller_SLCM_V1.c,784 :: 		if (set_ds1307_day<0) set_ds1307_day=0;
0x1C22	0x00A39100  	LDS        R16, _set_ds1307_day+0
0x1C26	0x3000    	CPI        R16, 0
0x1C28	0xF418    	BRSH       L_SetDS1307_Time311
L__SetDS1307_Time879:
0x1C2A	0xE0B0    	LDI        R27, 0
0x1C2C	0x00A393B0  	STS        _set_ds1307_day+0, R27
L_SetDS1307_Time311:
;Solar_Loads_Controller_SLCM_V1.c,785 :: 		}  // end while increment or decrement
0x1C30	0xCFC5    	RJMP       L_SetDS1307_Time300
L_SetDS1307_Time301:
;Solar_Loads_Controller_SLCM_V1.c,786 :: 		} //  end while set
0x1C32	0xCFBD    	RJMP       L_SetDS1307_Time298
L_SetDS1307_Time299:
;Solar_Loads_Controller_SLCM_V1.c,789 :: 		set_ds1307_month=ReadDate(0x05);     // month
0x1C34	0xE0B5    	LDI        R27, 5
0x1C36	0x2E2B    	MOV        R2, R27
0x1C38	0x05A5940E  	CALL       _ReadDate+0
0x1C3C	0x00A89300  	STS        _set_ds1307_month+0, R16
;Solar_Loads_Controller_SLCM_V1.c,790 :: 		Delay_ms(500);
0x1C40	0xE125    	LDI        R18, 21
0x1C42	0xE41B    	LDI        R17, 75
0x1C44	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time312:
0x1C46	0x950A    	DEC        R16
0x1C48	0xF7F1    	BRNE       L_SetDS1307_Time312
0x1C4A	0x951A    	DEC        R17
0x1C4C	0xF7E1    	BRNE       L_SetDS1307_Time312
0x1C4E	0x952A    	DEC        R18
0x1C50	0xF7D1    	BRNE       L_SetDS1307_Time312
0x1C52	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,791 :: 		while(Set==0)
L_SetDS1307_Time314:
0x1C54	0xB3B0    	IN         R27, PIND+0
0x1C56	0xFDB3    	SBRC       R27, 3
0x1C58	0xC009    	RJMP       L_SetDS1307_Time315
;Solar_Loads_Controller_SLCM_V1.c,793 :: 		Display_On_7Segment_Character(0xC8,0xC0,0xC8);
0x1C5A	0xECB8    	LDI        R27, 200
0x1C5C	0x2E4B    	MOV        R4, R27
0x1C5E	0xECB0    	LDI        R27, 192
0x1C60	0x2E3B    	MOV        R3, R27
0x1C62	0xECB8    	LDI        R27, 200
0x1C64	0x2E2B    	MOV        R2, R27
0x1C66	0x042C940E  	CALL       _Display_On_7Segment_Character+0
;Solar_Loads_Controller_SLCM_V1.c,794 :: 		}
0x1C6A	0xCFF4    	RJMP       L_SetDS1307_Time314
L_SetDS1307_Time315:
;Solar_Loads_Controller_SLCM_V1.c,795 :: 		Delay_ms(500);
0x1C6C	0xE125    	LDI        R18, 21
0x1C6E	0xE41B    	LDI        R17, 75
0x1C70	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time316:
0x1C72	0x950A    	DEC        R16
0x1C74	0xF7F1    	BRNE       L_SetDS1307_Time316
0x1C76	0x951A    	DEC        R17
0x1C78	0xF7E1    	BRNE       L_SetDS1307_Time316
0x1C7A	0x952A    	DEC        R18
0x1C7C	0xF7D1    	BRNE       L_SetDS1307_Time316
0x1C7E	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,796 :: 		while (Set==0)
L_SetDS1307_Time318:
0x1C80	0xB3B0    	IN         R27, PIND+0
0x1C82	0xFDB3    	SBRC       R27, 3
0x1C84	0xC040    	RJMP       L_SetDS1307_Time319
;Solar_Loads_Controller_SLCM_V1.c,798 :: 		Display_On_7Segment( set_ds1307_month);
0x1C86	0x00A89020  	LDS        R2, _set_ds1307_month+0
0x1C8A	0x02E1940E  	CALL       _Display_On_7Segment+0
;Solar_Loads_Controller_SLCM_V1.c,799 :: 		while(Increment==1 || Decrement==1)
L_SetDS1307_Time320:
0x1C8E	0xB3B9    	IN         R27, PINA+0
0x1C90	0xFDB5    	SBRC       R27, 5
0x1C92	0xC004    	RJMP       L__SetDS1307_Time688
0x1C94	0xB3B9    	IN         R27, PINA+0
0x1C96	0xFDB6    	SBRC       R27, 6
0x1C98	0xC001    	RJMP       L__SetDS1307_Time687
0x1C9A	0xC034    	RJMP       L_SetDS1307_Time321
L__SetDS1307_Time688:
L__SetDS1307_Time687:
;Solar_Loads_Controller_SLCM_V1.c,801 :: 		if (Increment==1)
0x1C9C	0xB3B9    	IN         R27, PINA+0
0x1C9E	0xFFB5    	SBRS       R27, 5
0x1CA0	0xC00F    	RJMP       L_SetDS1307_Time324
;Solar_Loads_Controller_SLCM_V1.c,803 :: 		delay_ms(ButtonDelay);
0x1CA2	0xE029    	LDI        R18, 9
0x1CA4	0xE11E    	LDI        R17, 30
0x1CA6	0xEE05    	LDI        R16, 229
L_SetDS1307_Time325:
0x1CA8	0x950A    	DEC        R16
0x1CAA	0xF7F1    	BRNE       L_SetDS1307_Time325
0x1CAC	0x951A    	DEC        R17
0x1CAE	0xF7E1    	BRNE       L_SetDS1307_Time325
0x1CB0	0x952A    	DEC        R18
0x1CB2	0xF7D1    	BRNE       L_SetDS1307_Time325
0x1CB4	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,804 :: 		set_ds1307_month++;
0x1CB6	0x00A89100  	LDS        R16, _set_ds1307_month+0
0x1CBA	0x5F0F    	SUBI       R16, 255
0x1CBC	0x00A89300  	STS        _set_ds1307_month+0, R16
;Solar_Loads_Controller_SLCM_V1.c,806 :: 		}
L_SetDS1307_Time324:
;Solar_Loads_Controller_SLCM_V1.c,807 :: 		if (Decrement==1)
0x1CC0	0xB3B9    	IN         R27, PINA+0
0x1CC2	0xFFB6    	SBRS       R27, 6
0x1CC4	0xC00F    	RJMP       L_SetDS1307_Time327
;Solar_Loads_Controller_SLCM_V1.c,809 :: 		delay_ms(ButtonDelay);
0x1CC6	0xE029    	LDI        R18, 9
0x1CC8	0xE11E    	LDI        R17, 30
0x1CCA	0xEE05    	LDI        R16, 229
L_SetDS1307_Time328:
0x1CCC	0x950A    	DEC        R16
0x1CCE	0xF7F1    	BRNE       L_SetDS1307_Time328
0x1CD0	0x951A    	DEC        R17
0x1CD2	0xF7E1    	BRNE       L_SetDS1307_Time328
0x1CD4	0x952A    	DEC        R18
0x1CD6	0xF7D1    	BRNE       L_SetDS1307_Time328
0x1CD8	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,810 :: 		set_ds1307_month--;
0x1CDA	0x00A89100  	LDS        R16, _set_ds1307_month+0
0x1CDE	0x5001    	SUBI       R16, 1
0x1CE0	0x00A89300  	STS        _set_ds1307_month+0, R16
;Solar_Loads_Controller_SLCM_V1.c,811 :: 		}
L_SetDS1307_Time327:
;Solar_Loads_Controller_SLCM_V1.c,812 :: 		if (set_ds1307_month>12) set_ds1307_month=0;
0x1CE4	0x00A89110  	LDS        R17, _set_ds1307_month+0
0x1CE8	0xE00C    	LDI        R16, 12
0x1CEA	0x1701    	CP         R16, R17
0x1CEC	0xF418    	BRSH       L_SetDS1307_Time330
L__SetDS1307_Time880:
0x1CEE	0xE0B0    	LDI        R27, 0
0x1CF0	0x00A893B0  	STS        _set_ds1307_month+0, R27
L_SetDS1307_Time330:
;Solar_Loads_Controller_SLCM_V1.c,813 :: 		if (set_ds1307_month<0) set_ds1307_month=0;
0x1CF4	0x00A89100  	LDS        R16, _set_ds1307_month+0
0x1CF8	0x3000    	CPI        R16, 0
0x1CFA	0xF418    	BRSH       L_SetDS1307_Time331
L__SetDS1307_Time881:
0x1CFC	0xE0B0    	LDI        R27, 0
0x1CFE	0x00A893B0  	STS        _set_ds1307_month+0, R27
L_SetDS1307_Time331:
;Solar_Loads_Controller_SLCM_V1.c,814 :: 		}  // end while increment or decrement
0x1D02	0xCFC5    	RJMP       L_SetDS1307_Time320
L_SetDS1307_Time321:
;Solar_Loads_Controller_SLCM_V1.c,815 :: 		} //  end while set
0x1D04	0xCFBD    	RJMP       L_SetDS1307_Time318
L_SetDS1307_Time319:
;Solar_Loads_Controller_SLCM_V1.c,818 :: 		set_ds1307_year=ReadDate(0x06);
0x1D06	0xE0B6    	LDI        R27, 6
0x1D08	0x2E2B    	MOV        R2, R27
0x1D0A	0x05A5940E  	CALL       _ReadDate+0
0x1D0E	0x00A99300  	STS        _set_ds1307_year+0, R16
;Solar_Loads_Controller_SLCM_V1.c,819 :: 		Delay_ms(500);
0x1D12	0xE125    	LDI        R18, 21
0x1D14	0xE41B    	LDI        R17, 75
0x1D16	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time332:
0x1D18	0x950A    	DEC        R16
0x1D1A	0xF7F1    	BRNE       L_SetDS1307_Time332
0x1D1C	0x951A    	DEC        R17
0x1D1E	0xF7E1    	BRNE       L_SetDS1307_Time332
0x1D20	0x952A    	DEC        R18
0x1D22	0xF7D1    	BRNE       L_SetDS1307_Time332
0x1D24	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,820 :: 		while(Set==0)
L_SetDS1307_Time334:
0x1D26	0xB3B0    	IN         R27, PIND+0
0x1D28	0xFDB3    	SBRC       R27, 3
0x1D2A	0xC009    	RJMP       L_SetDS1307_Time335
;Solar_Loads_Controller_SLCM_V1.c,822 :: 		Display_On_7Segment_Character(0x91,0x86,0x88);
0x1D2C	0xE8B8    	LDI        R27, 136
0x1D2E	0x2E4B    	MOV        R4, R27
0x1D30	0xE8B6    	LDI        R27, 134
0x1D32	0x2E3B    	MOV        R3, R27
0x1D34	0xE9B1    	LDI        R27, 145
0x1D36	0x2E2B    	MOV        R2, R27
0x1D38	0x042C940E  	CALL       _Display_On_7Segment_Character+0
;Solar_Loads_Controller_SLCM_V1.c,823 :: 		}
0x1D3C	0xCFF4    	RJMP       L_SetDS1307_Time334
L_SetDS1307_Time335:
;Solar_Loads_Controller_SLCM_V1.c,824 :: 		Delay_ms(500);
0x1D3E	0xE125    	LDI        R18, 21
0x1D40	0xE41B    	LDI        R17, 75
0x1D42	0xEB0F    	LDI        R16, 191
L_SetDS1307_Time336:
0x1D44	0x950A    	DEC        R16
0x1D46	0xF7F1    	BRNE       L_SetDS1307_Time336
0x1D48	0x951A    	DEC        R17
0x1D4A	0xF7E1    	BRNE       L_SetDS1307_Time336
0x1D4C	0x952A    	DEC        R18
0x1D4E	0xF7D1    	BRNE       L_SetDS1307_Time336
0x1D50	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,825 :: 		while (Set==0)
L_SetDS1307_Time338:
0x1D52	0xB3B0    	IN         R27, PIND+0
0x1D54	0xFDB3    	SBRC       R27, 3
0x1D56	0xC040    	RJMP       L_SetDS1307_Time339
;Solar_Loads_Controller_SLCM_V1.c,827 :: 		Display_On_7Segment( set_ds1307_year);
0x1D58	0x00A99020  	LDS        R2, _set_ds1307_year+0
0x1D5C	0x02E1940E  	CALL       _Display_On_7Segment+0
;Solar_Loads_Controller_SLCM_V1.c,828 :: 		while(Increment==1 || Decrement==1)
L_SetDS1307_Time340:
0x1D60	0xB3B9    	IN         R27, PINA+0
0x1D62	0xFDB5    	SBRC       R27, 5
0x1D64	0xC004    	RJMP       L__SetDS1307_Time690
0x1D66	0xB3B9    	IN         R27, PINA+0
0x1D68	0xFDB6    	SBRC       R27, 6
0x1D6A	0xC001    	RJMP       L__SetDS1307_Time689
0x1D6C	0xC034    	RJMP       L_SetDS1307_Time341
L__SetDS1307_Time690:
L__SetDS1307_Time689:
;Solar_Loads_Controller_SLCM_V1.c,830 :: 		if (Increment==1)
0x1D6E	0xB3B9    	IN         R27, PINA+0
0x1D70	0xFFB5    	SBRS       R27, 5
0x1D72	0xC00F    	RJMP       L_SetDS1307_Time344
;Solar_Loads_Controller_SLCM_V1.c,832 :: 		delay_ms(ButtonDelay);
0x1D74	0xE029    	LDI        R18, 9
0x1D76	0xE11E    	LDI        R17, 30
0x1D78	0xEE05    	LDI        R16, 229
L_SetDS1307_Time345:
0x1D7A	0x950A    	DEC        R16
0x1D7C	0xF7F1    	BRNE       L_SetDS1307_Time345
0x1D7E	0x951A    	DEC        R17
0x1D80	0xF7E1    	BRNE       L_SetDS1307_Time345
0x1D82	0x952A    	DEC        R18
0x1D84	0xF7D1    	BRNE       L_SetDS1307_Time345
0x1D86	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,833 :: 		set_ds1307_year++;
0x1D88	0x00A99100  	LDS        R16, _set_ds1307_year+0
0x1D8C	0x5F0F    	SUBI       R16, 255
0x1D8E	0x00A99300  	STS        _set_ds1307_year+0, R16
;Solar_Loads_Controller_SLCM_V1.c,835 :: 		}
L_SetDS1307_Time344:
;Solar_Loads_Controller_SLCM_V1.c,836 :: 		if (Decrement==1)
0x1D92	0xB3B9    	IN         R27, PINA+0
0x1D94	0xFFB6    	SBRS       R27, 6
0x1D96	0xC00F    	RJMP       L_SetDS1307_Time347
;Solar_Loads_Controller_SLCM_V1.c,838 :: 		delay_ms(ButtonDelay);
0x1D98	0xE029    	LDI        R18, 9
0x1D9A	0xE11E    	LDI        R17, 30
0x1D9C	0xEE05    	LDI        R16, 229
L_SetDS1307_Time348:
0x1D9E	0x950A    	DEC        R16
0x1DA0	0xF7F1    	BRNE       L_SetDS1307_Time348
0x1DA2	0x951A    	DEC        R17
0x1DA4	0xF7E1    	BRNE       L_SetDS1307_Time348
0x1DA6	0x952A    	DEC        R18
0x1DA8	0xF7D1    	BRNE       L_SetDS1307_Time348
0x1DAA	0x0000    	NOP
;Solar_Loads_Controller_SLCM_V1.c,839 :: 		set_ds1307_year--;
0x1DAC	0x00A99100  	LDS        R16, _set_ds1307_year+0
0x1DB0	0x5001    	SUBI       R16, 1
0x1DB2	0x00A99300  	STS        _set_ds1307_year+0, R16
;Solar_Loads_Controller_SLCM_V1.c,840 :: 		}
L_SetDS1307_Time347:
;Solar_Loads_Controller_SLCM_V1.c,841 :: 		if (set_ds1307_year>99) set_ds1307_year=0;
0x1DB6	0x00A99110  	LDS        R17, _set_ds1307_year+0
0x1DBA	0xE603    	LDI        R16, 99
0x1DBC	0x1701    	CP         R16, R17
0x1DBE	0xF418    	BRSH       L_SetDS1307_Time350
L__SetDS1307_Time882:
0x1DC0	0xE0B0    	LDI        R27, 0
0x1DC2	0x00A993B0  	STS        _set_ds1307_year+0, R27
L_SetDS1307_Time350:
;Solar_Loads_Controller_SLCM_V1.c,842 :: 		if (set_ds1307_year<0) set_ds1307_year=0;
0x1DC6	0x00A99100  	LDS        R16, _set_ds1307_year+0
0x1DCA	0x3000    	CPI        R16, 0
0x1DCC	0xF418    	BRSH       L_SetDS1307_Time351
L__SetDS1307_Time883:
0x1DCE	0xE0B0    	LDI        R27, 0
0x1DD0	0x00A993B0  	STS        _set_ds1307_year+0, R27
L_SetDS1307_Time351:
;Solar_Loads_Controller_SLCM_V1.c,844 :: 		}  // end while increment or decrement
0x1DD4	0xCFC5    	RJMP       L_SetDS1307_Time340
L_SetDS1307_Time341:
;Solar_Loads_Controller_SLCM_V1.c,845 :: 		} //  end while set
0x1DD6	0xCFBD    	RJMP       L_SetDS1307_Time338
L_SetDS1307_Time339:
;Solar_Loads_Controller_SLCM_V1.c,846 :: 		Write_Date(Dec2Bcd(set_ds1307_day),Dec2Bcd(set_ds1307_month),Dec2Bcd(set_ds1307_year)); // write Date to DS1307
0x1DD8	0x00A99020  	LDS        R2, _set_ds1307_year+0
0x1DDC	0x0477940E  	CALL       _Dec2Bcd+0
0x1DE0	0x8309    	STD        Y+1, R16
0x1DE2	0x00A89020  	LDS        R2, _set_ds1307_month+0
0x1DE6	0x0477940E  	CALL       _Dec2Bcd+0
0x1DEA	0x8308    	STD        Y+0, R16
0x1DEC	0x00A39020  	LDS        R2, _set_ds1307_day+0
0x1DF0	0x0477940E  	CALL       _Dec2Bcd+0
0x1DF4	0x8129    	LDD        R18, Y+1
0x1DF6	0x8118    	LDD        R17, Y+0
0x1DF8	0x2E62    	MOV        R6, R18
0x1DFA	0xE0B0    	LDI        R27, 0
0x1DFC	0x2E7B    	MOV        R7, R27
0x1DFE	0x2E41    	MOV        R4, R17
0x1E00	0xE0B0    	LDI        R27, 0
0x1E02	0x2E5B    	MOV        R5, R27
0x1E04	0x2E20    	MOV        R2, R16
0x1E06	0xE0B0    	LDI        R27, 0
0x1E08	0x2E3B    	MOV        R3, R27
0x1E0A	0x0589940E  	CALL       _Write_Date+0
;Solar_Loads_Controller_SLCM_V1.c,847 :: 		}  // end setTimeAndData
L_end_SetDS1307_Time:
0x1E0E	0x907F    	POP        R7
0x1E10	0x906F    	POP        R6
0x1E12	0x905F    	POP        R5
0x1E14	0x904F    	POP        R4
0x1E16	0x903F    	POP        R3
0x1E18	0x902F    	POP        R2
0x1E1A	0x9621    	ADIW       R28, 1
0x1E1C	0xBFCD    	OUT        SPL+0, R28
0x1E1E	0xBFDE    	OUT        SPL+1, R29
0x1E20	0x91DF    	POP        R29
0x1E22	0x91CF    	POP        R28
0x1E24	0x9508    	RET
; end of _SetDS1307_Time
_ReadMinutes:
;ds1307.c,54 :: 		unsigned short ReadMinutes()
;ds1307.c,57 :: 		Read_DS1307(0x01);
0x0710	0x922F    	PUSH       R2
0x0712	0xE0B1    	LDI        R27, 1
0x0714	0x2E2B    	MOV        R2, R27
0x0716	0xDECA    	RCALL      _Read_DS1307+0
;ds1307.c,58 :: 		reg_1 = Data & 0x0F;
0x0718	0x00DB9100  	LDS        R16, _Data+0
0x071C	0x2F10    	MOV        R17, R16
0x071E	0x701F    	ANDI       R17, 15
0x0720	0x00D39310  	STS        _reg_1+0, R17
;ds1307.c,59 :: 		reg_2 = Data & 0xF0;
0x0724	0x7F00    	ANDI       R16, 240
0x0726	0x00DA9300  	STS        _reg_2+0, R16
;ds1307.c,60 :: 		reg_2 = reg_2 >> 4;
0x072A	0x9506    	LSR        R16
0x072C	0x9506    	LSR        R16
0x072E	0x9506    	LSR        R16
0x0730	0x9506    	LSR        R16
0x0732	0x00DA9300  	STS        _reg_2+0, R16
;ds1307.c,61 :: 		Full_Minutes=(reg_2<<4)+reg_1;
0x0736	0x0F00    	LSL        R16
0x0738	0x0F00    	LSL        R16
0x073A	0x0F00    	LSL        R16
0x073C	0x0F00    	LSL        R16
0x073E	0x0F01    	ADD        R16, R17
0x0740	0x00D49300  	STS        _Full_Minutes+0, R16
;ds1307.c,62 :: 		Full_Minutes=Bcd2Dec(Full_Minutes);
0x0744	0x2E20    	MOV        R2, R16
